title,authors,genre,subjects,avg_rating,ratings_count,year,pages,isbn,source,content,publication_year,cluster
Off the Hook (Fishing for Trouble #1),Unknown,Romance,Romance,,,,,,WebScraping,off the hook fishing for trouble unknown romance romance,,5
A Gentleman's Position (Society of Gentlemen #3),Unknown,Romance,Romance,,,,,,WebScraping,a gentleman s position society of gentlemen unknown romance romance,,5
"Sit, Stay, Love",Unknown,Romance,Romance,,,,,,WebScraping,sit stay love unknown romance romance,,5
A Girl's Guide to Moving On (New Beginnings #2),Unknown,Romance,Romance,,,,,,WebScraping,a girl s guide to moving on new beginnings unknown romance romance,,5
The Perfect Play (Play by Play #1),Unknown,Romance,Romance,,,,,,WebScraping,the perfect play play by play unknown romance romance,,5
Dark Lover (Black Dagger Brotherhood #1),Unknown,Romance,Romance,,,,,,WebScraping,dark lover black dagger brotherhood unknown romance romance,,5
Changing the Game (Play by Play #2),Unknown,Romance,Romance,,,,,,WebScraping,changing the game play by play unknown romance romance,,5
A Walk to Remember,Unknown,Romance,Romance,,,,,,WebScraping,a walk to remember unknown romance romance,,5
The Purest Hook (Second Circle Tattoos #3),Unknown,Romance,Romance,,,,,,WebScraping,the purest hook second circle tattoos unknown romance romance,,5
The Obsession,Unknown,Romance,Romance,,,,,,WebScraping,the obsession unknown romance romance,,5
Reservations for Two,Unknown,Romance,Romance,,,,,,WebScraping,reservations for two unknown romance romance,,5
Best of My Love (Fool's Gold #20),Unknown,Romance,Romance,,,,,,WebScraping,best of my love fool s gold unknown romance romance,,5
Where Lightning Strikes (Bleeding Stars #3),Unknown,Romance,Romance,,,,,,WebScraping,where lightning strikes bleeding stars unknown romance romance,,5
This One Moment (Pushing Limits #1),Unknown,Romance,Romance,,,,,,WebScraping,this one moment pushing limits unknown romance romance,,5
"Rhythm, Chord & Malykhin",Unknown,Romance,Romance,,,,,,WebScraping,rhythm chord malykhin unknown romance romance,,5
My Perfect Mistake (Over the Top #1),Unknown,Romance,Romance,,,,,,WebScraping,my perfect mistake over the top unknown romance romance,,5
Listen to Me (Fusion #1),Unknown,Romance,Romance,,,,,,WebScraping,listen to me fusion unknown romance romance,,5
Imperfect Harmony,Unknown,Romance,Romance,,,,,,WebScraping,imperfect harmony unknown romance romance,,5
Fighting Fate (Fighting #6),Unknown,Romance,Romance,,,,,,WebScraping,fighting fate fighting unknown romance romance,,5
Deep Under (Walker Security #1),Unknown,Romance,Romance,,,,,,WebScraping,deep under walker security unknown romance romance,,5
Charity's Cross (Charles Towne Belles #4),Unknown,Romance,Romance,,,,,,WebScraping,charity s cross charles towne belles unknown romance romance,,5
Bounty (Colorado Mountain #7),Unknown,Romance,Romance,,,,,,WebScraping,bounty colorado mountain unknown romance romance,,5
I Had a Nice Time And Other Lies...: How to find love & sh*t like that,Unknown,Womens Fiction,Womens Fiction,,,,,,WebScraping,i had a nice time and other lies how to find love sh t like that unknown womens fiction womens fiction,,1
Will You Won't You Want Me?,Unknown,Womens Fiction,Womens Fiction,,,,,,WebScraping,will you won t you want me unknown womens fiction womens fiction,,1
Keep Me Posted,Unknown,Womens Fiction,Womens Fiction,,,,,,WebScraping,keep me posted unknown womens fiction womens fiction,,1
Grey (Fifty Shades #4),Unknown,Womens Fiction,Womens Fiction,,,,,,WebScraping,grey fifty shades unknown womens fiction womens fiction,,1
Meternity,Unknown,Womens Fiction,Womens Fiction,,,,,,WebScraping,meternity unknown womens fiction womens fiction,,1
Some Women,Unknown,Womens Fiction,Womens Fiction,,,,,,WebScraping,some women unknown womens fiction womens fiction,,1
Shopaholic Ties the Knot (Shopaholic #3),Unknown,Womens Fiction,Womens Fiction,,,,,,WebScraping,shopaholic ties the knot shopaholic unknown womens fiction womens fiction,,1
Can You Keep a Secret?,Unknown,Womens Fiction,Womens Fiction,,,,,,WebScraping,can you keep a secret unknown womens fiction womens fiction,,1
Twenties Girl,Unknown,Womens Fiction,Womens Fiction,,,,,,WebScraping,twenties girl unknown womens fiction womens fiction,,1
The Undomestic Goddess,Unknown,Womens Fiction,Womens Fiction,,,,,,WebScraping,the undomestic goddess unknown womens fiction womens fiction,,1
The Nanny Diaries (Nanny #1),Unknown,Womens Fiction,Womens Fiction,,,,,,WebScraping,the nanny diaries nanny unknown womens fiction womens fiction,,1
The Devil Wears Prada (The Devil Wears Prada #1),Unknown,Womens Fiction,Womens Fiction,,,,,,WebScraping,the devil wears prada the devil wears prada unknown womens fiction womens fiction,,1
Something Borrowed (Darcy & Rachel #1),Unknown,Womens Fiction,Womens Fiction,,,,,,WebScraping,something borrowed darcy rachel unknown womens fiction womens fiction,,1
Something Blue (Darcy & Rachel #2),Unknown,Womens Fiction,Womens Fiction,,,,,,WebScraping,something blue darcy rachel unknown womens fiction womens fiction,,1
I've Got Your Number,Unknown,Womens Fiction,Womens Fiction,,,,,,WebScraping,i ve got your number unknown womens fiction womens fiction,,1
The Edge of Reason (Bridget Jones #2),Unknown,Womens Fiction,Womens Fiction,,,,,,WebScraping,the edge of reason bridget jones unknown womens fiction womens fiction,,1
Bridget Jones's Diary (Bridget Jones #1),Unknown,Womens Fiction,Womens Fiction,,,,,,WebScraping,bridget jones s diary bridget jones unknown womens fiction womens fiction,,1
Soumission,Unknown,Fiction,Fiction,,,,,,WebScraping,soumission unknown fiction fiction,,1
Private Paris (Private #10),Unknown,Fiction,Fiction,,,,,,WebScraping,private paris private unknown fiction fiction,,1
"We Love You, Charlie Freeman",Unknown,Fiction,Fiction,,,,,,WebScraping,we love you charlie freeman unknown fiction fiction,,1
Thirst,Unknown,Fiction,Fiction,,,,,,WebScraping,thirst unknown fiction fiction,,1
The Murder That Never Was (Forensic Instincts #5),Unknown,Fiction,Fiction,,,,,,WebScraping,the murder that never was forensic instincts unknown fiction fiction,,1
Tuesday Nights in 1980,Unknown,Fiction,Fiction,,,,,,WebScraping,tuesday nights in unknown fiction fiction,,1
The Vacationers,Unknown,Fiction,Fiction,,,,,,WebScraping,the vacationers unknown fiction fiction,,1
The Regional Office Is Under Attack!,Unknown,Fiction,Fiction,,,,,,WebScraping,the regional office is under attack unknown fiction fiction,,1
Finders Keepers (Bill Hodges Trilogy #2),Unknown,Fiction,Fiction,,,,,,WebScraping,finders keepers bill hodges trilogy unknown fiction fiction,,1
The Time Keeper,Unknown,Fiction,Fiction,,,,,,WebScraping,the time keeper unknown fiction fiction,,1
The Testament of Mary,Unknown,Fiction,Fiction,,,,,,WebScraping,the testament of mary unknown fiction fiction,,1
The First Hostage (J.B. Collins #2),Unknown,Fiction,Fiction,,,,,,WebScraping,the first hostage j b collins unknown fiction fiction,,1
Take Me with You,Unknown,Fiction,Fiction,,,,,,WebScraping,take me with you unknown fiction fiction,,1
Still Life with Bread Crumbs,Unknown,Fiction,Fiction,,,,,,WebScraping,still life with bread crumbs unknown fiction fiction,,1
Shtum,Unknown,Fiction,Fiction,,,,,,WebScraping,shtum unknown fiction fiction,,1
My Name Is Lucy Barton,Unknown,Fiction,Fiction,,,,,,WebScraping,my name is lucy barton unknown fiction fiction,,1
My Mrs. Brown,Unknown,Fiction,Fiction,,,,,,WebScraping,my mrs brown unknown fiction fiction,,1
Mr. Mercedes (Bill Hodges Trilogy #1),Unknown,Fiction,Fiction,,,,,,WebScraping,mr mercedes bill hodges trilogy unknown fiction fiction,,1
I Am Pilgrim (Pilgrim #1),Unknown,Fiction,Fiction,,,,,,WebScraping,i am pilgrim pilgrim unknown fiction fiction,,1
Eligible (The Austen Project #4),Unknown,Fiction,Fiction,,,,,,WebScraping,eligible the austen project unknown fiction fiction,,1
Eight Hundred Grapes,Unknown,Fiction,Fiction,,,,,,WebScraping,eight hundred grapes unknown fiction fiction,,1
Dear Mr. Knightley,Unknown,Fiction,Fiction,,,,,,WebScraping,dear mr knightley unknown fiction fiction,,1
Cometh the Hour (The Clifton Chronicles #6),Unknown,Fiction,Fiction,,,,,,WebScraping,cometh the hour the clifton chronicles unknown fiction fiction,,1
Balloon Animals,Unknown,Fiction,Fiction,,,,,,WebScraping,balloon animals unknown fiction fiction,,1
A Man Called Ove,Unknown,Fiction,Fiction,,,,,,WebScraping,a man called ove unknown fiction fiction,,1
The Silent Sister (Riley MacPherson #1),Unknown,Fiction,Fiction,,,,,,WebScraping,the silent sister riley macpherson unknown fiction fiction,,1
The Dinner Party,Unknown,Fiction,Fiction,,,,,,WebScraping,the dinner party unknown fiction fiction,,1
The Improbability of Love,Unknown,Fiction,Fiction,,,,,,WebScraping,the improbability of love unknown fiction fiction,,1
Mothering Sunday,Unknown,Fiction,Fiction,,,,,,WebScraping,mothering sunday unknown fiction fiction,,1
Lies and Other Acts of Love,Unknown,Fiction,Fiction,,,,,,WebScraping,lies and other acts of love unknown fiction fiction,,1
Daredevils,Unknown,Fiction,Fiction,,,,,,WebScraping,daredevils unknown fiction fiction,,1
11/22/63,Unknown,Fiction,Fiction,,,,,,WebScraping, unknown fiction fiction,,1
The Shack,Unknown,Fiction,Fiction,,,,,,WebScraping,the shack unknown fiction fiction,,1
The High Mountains of Portugal,Unknown,Fiction,Fiction,,,,,,WebScraping,the high mountains of portugal unknown fiction fiction,,1
Miller's Valley,Unknown,Fiction,Fiction,,,,,,WebScraping,miller s valley unknown fiction fiction,,1
Hystopia: A Novel,Unknown,Fiction,Fiction,,,,,,WebScraping,hystopia a novel unknown fiction fiction,,1
The Bourne Identity (Jason Bourne #1),Unknown,Fiction,Fiction,,,,,,WebScraping,the bourne identity jason bourne unknown fiction fiction,,1
Sister Dear,Unknown,Fiction,Fiction,,,,,,WebScraping,sister dear unknown fiction fiction,,1
Memoirs of a Geisha,Unknown,Fiction,Fiction,,,,,,WebScraping,memoirs of a geisha unknown fiction fiction,,1
Me Before You (Me Before You #1),Unknown,Fiction,Fiction,,,,,,WebScraping,me before you me before you unknown fiction fiction,,1
Deception Point,Unknown,Fiction,Fiction,,,,,,WebScraping,deception point unknown fiction fiction,,1
The Little Paris Bookshop,Unknown,Fiction,Fiction,,,,,,WebScraping,the little paris bookshop unknown fiction fiction,,1
The Firm,Unknown,Fiction,Fiction,,,,,,WebScraping,the firm unknown fiction fiction,,1
The Expatriates,Unknown,Fiction,Fiction,,,,,,WebScraping,the expatriates unknown fiction fiction,,1
Siddhartha,Unknown,Fiction,Fiction,,,,,,WebScraping,siddhartha unknown fiction fiction,,1
Last One Home (New Beginnings #1),Unknown,Fiction,Fiction,,,,,,WebScraping,last one home new beginnings unknown fiction fiction,,1
Digital Fortress,Unknown,Fiction,Fiction,,,,,,WebScraping,digital fortress unknown fiction fiction,,1
Atlas Shrugged,Unknown,Fiction,Fiction,,,,,,WebScraping,atlas shrugged unknown fiction fiction,,1
Three-Martini Lunch,Unknown,Fiction,Fiction,,,,,,WebScraping,three martini lunch unknown fiction fiction,,1
The Nightingale,Unknown,Fiction,Fiction,,,,,,WebScraping,the nightingale unknown fiction fiction,,1
The Infinities,Unknown,Fiction,Fiction,,,,,,WebScraping,the infinities unknown fiction fiction,,1
The Husband's Secret,Unknown,Fiction,Fiction,,,,,,WebScraping,the husband s secret unknown fiction fiction,,1
The Da Vinci Code (Robert Langdon #2),Unknown,Fiction,Fiction,,,,,,WebScraping,the da vinci code robert langdon unknown fiction fiction,,1
The Art of Fielding,Unknown,Fiction,Fiction,,,,,,WebScraping,the art of fielding unknown fiction fiction,,1
Lila (Gilead #3),Unknown,Fiction,Fiction,,,,,,WebScraping,lila gilead unknown fiction fiction,,1
Jurassic Park (Jurassic Park #1),Unknown,Fiction,Fiction,,,,,,WebScraping,jurassic park jurassic park unknown fiction fiction,,1
Inferno (Robert Langdon #4),Unknown,Fiction,Fiction,,,,,,WebScraping,inferno robert langdon unknown fiction fiction,,1
Crazy Rich Asians (Crazy Rich Asians #1),Unknown,Fiction,Fiction,,,,,,WebScraping,crazy rich asians crazy rich asians unknown fiction fiction,,1
Big Little Lies,Unknown,Fiction,Fiction,,,,,,WebScraping,big little lies unknown fiction fiction,,1
The Course of Love,Unknown,Fiction,Fiction,,,,,,WebScraping,the course of love unknown fiction fiction,,1
When I'm Gone,Unknown,Fiction,Fiction,,,,,,WebScraping,when i m gone unknown fiction fiction,,1
The Silent Wife,Unknown,Fiction,Fiction,,,,,,WebScraping,the silent wife unknown fiction fiction,,1
The Bette Davis Club,Unknown,Fiction,Fiction,,,,,,WebScraping,the bette davis club unknown fiction fiction,,1
Kitchens of the Great Midwest,Unknown,Fiction,Fiction,,,,,,WebScraping,kitchens of the great midwest unknown fiction fiction,,1
Bright Lines,Unknown,Fiction,Fiction,,,,,,WebScraping,bright lines unknown fiction fiction,,1
Birdsong: A Story in Pictures,Unknown,Childrens,Childrens,,,,,,WebScraping,birdsong a story in pictures unknown childrens childrens,,6
The Bear and the Piano,Unknown,Childrens,Childrens,,,,,,WebScraping,the bear and the piano unknown childrens childrens,,6
The Secret of Dreadwillow Carse,Unknown,Childrens,Childrens,,,,,,WebScraping,the secret of dreadwillow carse unknown childrens childrens,,6
The White Cat and the Monk: A Retelling of the Poem Pangur Bn,Unknown,Childrens,Childrens,,,,,,WebScraping,the white cat and the monk a retelling of the poem pangur bn unknown childrens childrens,,6
Little Red,Unknown,Childrens,Childrens,,,,,,WebScraping,little red unknown childrens childrens,,6
Walt Disney's Alice in Wonderland,Unknown,Childrens,Childrens,,,,,,WebScraping,walt disney s alice in wonderland unknown childrens childrens,,6
Twenty Yawns,Unknown,Childrens,Childrens,,,,,,WebScraping,twenty yawns unknown childrens childrens,,6
Rain Fish,Unknown,Childrens,Childrens,,,,,,WebScraping,rain fish unknown childrens childrens,,6
Once Was a Time,Unknown,Childrens,Childrens,,,,,,WebScraping,once was a time unknown childrens childrens,,6
Luis Paints the World,Unknown,Childrens,Childrens,,,,,,WebScraping,luis paints the world unknown childrens childrens,,6
Nap-a-Roo,Unknown,Childrens,Childrens,,,,,,WebScraping,nap a roo unknown childrens childrens,,6
The Whale,Unknown,Childrens,Childrens,,,,,,WebScraping,the whale unknown childrens childrens,,6
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",Unknown,Childrens,Childrens,,,,,,WebScraping,shrunken treasures literary classics short sweet and silly unknown childrens childrens,,6
Raymie Nightingale,Unknown,Childrens,Childrens,,,,,,WebScraping,raymie nightingale unknown childrens childrens,,6
Playing from the Heart,Unknown,Childrens,Childrens,,,,,,WebScraping,playing from the heart unknown childrens childrens,,6
Maybe Something Beautiful: How Art Transformed a Neighborhood,Unknown,Childrens,Childrens,,,,,,WebScraping,maybe something beautiful how art transformed a neighborhood unknown childrens childrens,,6
The Wild Robot,Unknown,Childrens,Childrens,,,,,,WebScraping,the wild robot unknown childrens childrens,,6
The Thing About Jellyfish,Unknown,Childrens,Childrens,,,,,,WebScraping,the thing about jellyfish unknown childrens childrens,,6
